task_id,hostname,cpu_model,hash,native_id,process,tag,name,status,exit,module,container,cpus,time,disk,memory,attempt,submit,start,complete,duration,realtime,queue,perc_cpu,%mem,rss,vmem,peak_rss,peak_vmem,rchar,wchar,syscr,syscw,read_bytes,write_bytes,vol_ctxt,inv_ctxt,workdir,scratch,error_action,aoi_num
59,-,AMD Ryzen 7 PRO 7840U w/ Radeon 780M Graphics,94/9a2894,36733,demToGraph,-,demToGraph (59),COMPLETED,0,-,fondahub/iwd:latest,1,-,-,524288000,1,1716830000000.0,1716830000000.0,1716830000000.0,8912,7946,-,91.4,0.4,294350848,1961521152,294817792,2119835648,30862599,2891666,5352,167,0,2990080,18,2413,/home/joba/PycharmProjects/IWD_graph_analysis/work/94/9a28947c7bd813d9d085e5fd23612b,-,-,59
61,-,AMD Ryzen 7 PRO 7840U w/ Radeon 780M Graphics,a1/5cdfbc,37987,demToGraph,-,demToGraph (61),COMPLETED,0,-,fondahub/iwd:latest,1,-,-,524288000,1,1716830000000.0,1716830000000.0,1716830000000.0,8807,7828,-,90.5,0.4,289443840,1879273472,289443840,2119835648,30873475,1544864,5355,95,0,1642496,15,2291,/home/joba/PycharmProjects/IWD_graph_analysis/work/a1/5cdfbc5edc9898629f6093cfc221c7,-,-,61
52,-,AMD Ryzen 7 PRO 7840U w/ Radeon 780M Graphics,c1/c13ca9,36652,demToGraph,-,demToGraph (52),COMPLETED,0,-,fondahub/iwd:latest,1,-,-,524288000,1,1716830000000.0,1716830000000.0,1716830000000.0,10208,9160,-,89.6,0.5,303697920,1893695488,308584448,2119835648,30862599,3475286,5352,304,0,3571712,18,3572,/home/joba/PycharmProjects/IWD_graph_analysis/work/c1/c13ca911891aa2f68eb96decf06794,-,-,52
57,-,AMD Ryzen 7 PRO 7840U w/ Radeon 780M Graphics,c8/c2c741,38357,demToGraph,-,demToGraph (57),COMPLETED,0,-,fondahub/iwd:latest,1,-,-,524288000,1,1716830000000.0,1716830000000.0,1716830000000.0,9468,8390,-,88.8,0.4,295260160,1961775104,295260160,2119839744,30862599,2968416,5352,185,0,3067904,19,2957,/home/joba/PycharmProjects/IWD_graph_analysis/work/c8/c2c7419aab142fab7c1af4f4282904,-,-,57
55,-,AMD Ryzen 7 PRO 7840U w/ Radeon 780M Graphics,a5/8ca553,40078,demToGraph,-,demToGraph (55),COMPLETED,0,-,fondahub/iwd:latest,1,-,-,524288000,1,1716830000000.0,1716830000000.0,1716830000000.0,8593,7835,-,91.1,0.4,290811904,1975250944,290811904,2119839744,30869876,2797204,5355,147,0,2895872,18,2592,/home/joba/PycharmProjects/IWD_graph_analysis/work/a5/8ca55346258bd0d8f8cbddcaa323b1,-,-,55
71,-,AMD Ryzen 7 PRO 7840U w/ Radeon 780M Graphics,26/260f06,39009,demToGraph,-,demToGraph (71),COMPLETED,0,-,fondahub/iwd:latest,1,-,-,524288000,1,1716830000000.0,1716830000000.0,1716830000000.0,9427,8298,-,88.0,0.4,294109184,1961779200,294109184,2119839744,30862598,2953488,5352,183,0,3051520,15,2359,/home/joba/PycharmProjects/IWD_graph_analysis/work/26/260f06035f3c6dfc4f261f190960a0,-,-,71
54,-,AMD Ryzen 7 PRO 7840U w/ Radeon 780M Graphics,80/4fc772,42878,demToGraph,-,demToGraph (54),COMPLETED,0,-,fondahub/iwd:latest,1,-,-,524288000,1,1716830000000.0,1716830000000.0,1716830000000.0,9624,8871,-,88.5,0.5,305946624,1954816000,312127488,2119835648,30862599,3557499,5352,321,0,3653632,16,2774,/home/joba/PycharmProjects/IWD_graph_analysis/work/80/4fc7727d92fa2a54b9cfee2175b3d9,-,-,54
67,-,AMD Ryzen 7 PRO 7840U w/ Radeon 780M Graphics,11/d9a275,44521,demToGraph,-,demToGraph (67),COMPLETED,0,-,fondahub/iwd:latest,1,-,-,524288000,1,1716830000000.0,1716830000000.0,1716830000000.0,8473,7785,-,86.7,0.4,290631680,1954811904,290631680,2119835648,30873308,2523581,5355,140,0,2621440,16,2758,/home/joba/PycharmProjects/IWD_graph_analysis/work/11/d9a2758830f6cdfd5ab2aa69289530,-,-,67
68,-,AMD Ryzen 7 PRO 7840U w/ Radeon 780M Graphics,f5/be3ab6,45714,demToGraph,-,demToGraph (68),COMPLETED,0,-,fondahub/iwd:latest,1,-,-,524288000,1,1716830000000.0,1716830000000.0,1716830000000.0,8642,7898,-,91.4,0.4,293134336,1956995072,293134336,2119835648,30862594,2859864,5352,160,0,2961408,14,2782,/home/joba/PycharmProjects/IWD_graph_analysis/work/f5/be3ab64f24780a576d4f744bf55f0e,-,-,68
74,-,AMD Ryzen 7 PRO 7840U w/ Radeon 780M Graphics,17/fd6b85,47568,demToGraph,-,demToGraph (74),COMPLETED,0,-,fondahub/iwd:latest,1,-,-,524288000,1,1716830000000.0,1716830000000.0,1716830000000.0,9031,7989,-,92.5,0.4,293953536,1961783296,293953536,2119839744,30862596,2885929,5352,166,0,2985984,19,2625,/home/joba/PycharmProjects/IWD_graph_analysis/work/17/fd6b8520b7b1c4d13e35956b110663,-,-,74
