task_id,hostname,cpu_model,hash,native_id,process,tag,name,status,exit,module,container,cpus,time,disk,memory,attempt,submit,start,complete,duration,realtime,queue,perc_cpu,%mem,rss,vmem,peak_rss,peak_vmem,rchar,wchar,syscr,syscw,read_bytes,write_bytes,vol_ctxt,inv_ctxt,workdir,scratch,error_action,aoi_num
1313,-,AMD EPYC 7282 16-Core Processor,ef/058277,nf-ef058277bac1e8321b6953c2442f88d0-ee4c1,graphToShapefile,-,graphToShapefile (68),COMPLETED,0,-,fondahub/iwd:latest,2,-,-,314572800,1,1716750000000.0,1716750000000.0,1716750000000.0,2506,972,-,223.3,0.0,3342336,5857280,3350528,5910528,19525359,678893,3349,1101,0,696320,4,3,/app/results/joba/work/ef/058277bac1e8321b6953c2442f88d0,-,-,68
1316,-,AMD EPYC 7282 16-Core Processor,dd/088bfb,nf-dd088bfbf719a5af75db53e534994898-aa7a4,graphToShapefile,-,graphToShapefile (71),COMPLETED,0,-,fondahub/iwd:latest,2,-,-,314572800,1,1716750000000.0,1716750000000.0,1716750000000.0,3314,2117,-,212.2,0.1,161644544,1689468928,169455616,1703317504,34007285,2689883,6458,4253,0,2678784,28,241,/app/results/joba/work/dd/088bfbf719a5af75db53e534994898,-,-,71
1319,-,AMD EPYC 7282 16-Core Processor,5d/93a96d,nf-5d93a96d8f3e2f2d8b17e905e416f2a1-872bd,networkAnalysis,-,networkAnalysis (252),COMPLETED,0,-,fondahub/iwd:latest,2,-,-,314572800,1,1716750000000.0,1716750000000.0,1716750000000.0,3162,1764,-,164.4,0.1,74584064,1426894848,74592256,1558962176,17632086,1272618,2959,29,0,1339392,15,154,/app/results/joba/work/5d/93a96d8f3e2f2d8b17e905e416f2a1,-,-,252
1324,-,AMD EPYC 7282 16-Core Processor,24/58c5d4,nf-2458c5d46308c2f84ba917b60f5ad568-641e7,graphToShapefile,-,graphToShapefile (76),COMPLETED,0,-,fondahub/iwd:latest,2,-,-,314572800,1,1716750000000.0,1716750000000.0,1716750000000.0,2769,638,-,311.8,0.0,3264512,5857280,3272704,5910528,15078894,97645,2402,150,0,126976,2,3,/app/results/joba/work/24/58c5d46308c2f84ba917b60f5ad568,-,-,76
1322,-,AMD EPYC 7282 16-Core Processor,ec/762540,nf-ec7625403e7e557ef5120cf05f7973fe-e4eac,graphToShapefile,-,graphToShapefile (74),COMPLETED,0,-,fondahub/iwd:latest,2,-,-,314572800,1,1716750000000.0,1716750000000.0,1716750000000.0,3847,2189,-,173.5,0.1,169287680,1695109120,169295872,1702764544,34540750,2675719,6621,4425,0,2662400,28,218,/app/results/joba/work/ec/7625403e7e557ef5120cf05f7973fe,-,-,74
1323,-,AMD EPYC 7282 16-Core Processor,4a/3df0ec,nf-4a3df0ec2e459dd82ba4af557c8a9d8e-44279,graphToShapefile,-,graphToShapefile (75),COMPLETED,0,-,fondahub/iwd:latest,2,-,-,314572800,1,1716750000000.0,1716750000000.0,1716750000000.0,3806,2215,-,181.1,0.1,168419328,1692237824,169213952,1703563264,35248205,2782251,6813,4619,0,2760704,28,282,/app/results/joba/work/4a/3df0ec2e459dd82ba4af557c8a9d8e,-,-,75
1326,-,AMD EPYC 7282 16-Core Processor,ac/ebdc2b,nf-acebdc2b0aad693527c84861deba20d2-ff70f,graphToShapefile,-,graphToShapefile (78),COMPLETED,0,-,fondahub/iwd:latest,2,-,-,314572800,1,1716750000000.0,1716750000000.0,1716750000000.0,4694,2252,-,177.0,0.1,171466752,1705328640,171474944,1705381888,36419381,3035543,7038,4842,0,3018752,28,233,/app/results/joba/work/ac/ebdc2b0aad693527c84861deba20d2,-,-,78
1331,-,AMD EPYC 7282 16-Core Processor,65/cb07e8,nf-65cb07e81675c0e6fe200b79f0ccdcd3-2a109,graphToShapefile,-,graphToShapefile (83),COMPLETED,0,-,fondahub/iwd:latest,2,-,-,314572800,1,1716750000000.0,1716750000000.0,1716750000000.0,4506,1974,-,191.3,0.1,160088064,1688158208,160096256,1688211456,30932421,2272854,5847,3630,0,2260992,20,114,/app/results/joba/work/65/cb07e81675c0e6fe200b79f0ccdcd3,-,-,83
1333,-,AMD EPYC 7282 16-Core Processor,fc/8d5bde,nf-fc8d5bde0670aab331226e0bda7199fb-f465b,graphToShapefile,-,graphToShapefile (85),COMPLETED,0,-,fondahub/iwd:latest,2,-,-,314572800,1,1716750000000.0,1716750000000.0,1716750000000.0,4453,947,-,288.4,0.0,3362816,5857280,3371008,5910528,17409251,381377,2927,677,0,401408,2,2,/app/results/joba/work/fc/8d5bde0670aab331226e0bda7199fb,-,-,85
1341,-,AMD EPYC 7282 16-Core Processor,cd/ec0d77,nf-cdec0d77355c09f90839c0e87e6ea672-aa8c9,graphToShapefile,-,graphToShapefile (92),COMPLETED,0,-,fondahub/iwd:latest,2,-,-,314572800,1,1716750000000.0,1716750000000.0,1716750000000.0,3424,609,-,405.3,0.0,12587008,17854464,12595200,21696512,14960069,77171,2362,109,0,106496,1,4,/app/results/joba/work/cd/ec0d77355c09f90839c0e87e6ea672,-,-,92
1342,-,AMD EPYC 7282 16-Core Processor,86/719995,nf-867199959552e82f35d46d3b4916f039-e6b5c,graphToShapefile,-,graphToShapefile (93),COMPLETED,0,-,fondahub/iwd:latest,2,-,-,314572800,1,1716750000000.0,1716750000000.0,1716750000000.0,5379,3930,-,111.1,0.1,172449792,1696124928,172457984,1705664512,42283358,3789201,8361,6201,0,3760128,28,372,/app/results/joba/work/86/7199959552e82f35d46d3b4916f039,-,-,93
1349,-,AMD EPYC 7282 16-Core Processor,1a/fbc63c,nf-1afbc63c0ad4b365024e42fcdc50d136-9ab6c,graphToShapefile,-,graphToShapefile (100),COMPLETED,0,-,fondahub/iwd:latest,2,-,-,314572800,1,1716750000000.0,1716750000000.0,1716750000000.0,5541,673,-,300.9,0.0,12738560,18169856,12742656,21696512,15887265,219458,2621,367,0,237568,1,5,/app/results/joba/work/1a/fbc63c0ad4b365024e42fcdc50d136,-,-,100
1353,-,AMD EPYC 7282 16-Core Processor,cb/dd6b7a,nf-cbdd6b7a1ec1469a229b2584e4dfcf40-f3948,graphToShapefile,-,graphToShapefile (104),COMPLETED,0,-,fondahub/iwd:latest,2,-,-,314572800,1,1716750000000.0,1716750000000.0,1716750000000.0,1839,958,-,231.0,0.0,12713984,17854464,12718080,21696512,18168564,487200,3069,822,0,503808,4,5,/app/results/joba/work/cb/dd6b7a1ec1469a229b2584e4dfcf40,-,-,104
947,-,AMD EPYC 7282 16-Core Processor,b8/e0b6d3,nf-b8e0b6d317c56069ceeb97ed29be360a-14373,transectAnalysis,-,transectAnalysis (280),COMPLETED,0,-,fondahub/iwd:latest,10,-,-,4294967296,1,1716750000000.0,1716750000000.0,1716750000000.0,351701,350655,-,110.5,2.1,1768386560,8813289472,1768407040,9272516608,264182803,6107165,34876,915,0,1671168,89,33191,/app/results/joba/work/b8/e0b6d317c56069ceeb97ed29be360a,-,-,280
955,-,AMD EPYC 7282 16-Core Processor,cb/cc721d,nf-cbcc721d9c60666e7debbffece7b7f19-52212,transectAnalysis,-,transectAnalysis (288),COMPLETED,0,-,fondahub/iwd:latest,10,-,-,4294967296,1,1716750000000.0,1716750000000.0,1716750000000.0,344179,17324,-,1130.8,2.2,1878073344,8914915328,1878491136,9273487360,285047031,30763003,37447,2727,0,6742016,1202,22728,/app/results/joba/work/cb/cc721d9c60666e7debbffece7b7f19,-,-,288
1355,-,AMD EPYC 7282 16-Core Processor,cd/2d3ea9,nf-cd2d3ea98cd73c54fa0ed8271ca802a4-27c02,graphToShapefile,-,graphToShapefile (106),COMPLETED,0,-,fondahub/iwd:latest,2,-,-,314572800,1,1716750000000.0,1716750000000.0,1716750000000.0,3728,1944,-,170.4,0.1,159940608,1688166400,159944704,1688219648,30991884,2178057,5878,3664,0,2166784,20,122,/app/results/joba/work/cd/2d3ea98cd73c54fa0ed8271ca802a4,-,-,106
1359,-,AMD EPYC 7282 16-Core Processor,2f/b0aa5e,nf-2fb0aa5e7385ff132c7d81bd7b0f1865-8aebd,graphToShapefile,-,graphToShapefile (110),COMPLETED,0,-,fondahub/iwd:latest,2,-,-,314572800,1,1716750000000.0,1716750000000.0,1716750000000.0,4539,2242,-,145.5,0.1,170803200,1705103360,170811392,1705156608,35830954,2903136,6922,4727,0,2887680,28,231,/app/results/joba/work/2f/b0aa5e7385ff132c7d81bd7b0f1865,-,-,110
1362,-,AMD EPYC 7282 16-Core Processor,41/121e6f,nf-41121e6f9bffa8d5995e566359ebebb8-55cad,graphToShapefile,-,graphToShapefile (113),COMPLETED,0,-,fondahub/iwd:latest,2,-,-,314572800,1,1716750000000.0,1716750000000.0,1716750000000.0,3420,1118,-,240.4,0.1,158851072,1684422656,160575488,1696534528,20555146,810171,3625,1380,0,827392,27,119,/app/results/joba/work/41/121e6f9bffa8d5995e566359ebebb8,-,-,113
1378,-,AMD EPYC 7282 16-Core Processor,e3/073fce,nf-e3073fcee6ba7580434042bdb3594953-3d880,graphToShapefile,-,graphToShapefile (129),COMPLETED,0,-,fondahub/iwd:latest,2,-,-,314572800,1,1716750000000.0,1716750000000.0,1716750000000.0,4876,1089,-,174.8,0.1,161124352,416071680,161132544,1693138944,19697286,685211,3430,1182,0,700416,21,125,/app/results/joba/work/e3/073fcee6ba7580434042bdb3594953,-,-,129
1377,-,AMD EPYC 7282 16-Core Processor,88/73de54,nf-8873de546efca6bfbc15890767603af4-29258,graphToShapefile,-,graphToShapefile (128),COMPLETED,0,-,fondahub/iwd:latest,2,-,-,314572800,1,1716750000000.0,1716750000000.0,1716750000000.0,3946,991,-,274.5,0.0,3432448,5857280,3436544,5910528,20180983,767472,3537,1291,0,782336,2,3,/app/results/joba/work/88/73de546efca6bfbc15890767603af4,-,-,128
1382,-,AMD EPYC 7282 16-Core Processor,e8/e9e789,nf-e8e9e789960044db860d64d4f5815077-e32f5,networkAnalysis,-,networkAnalysis (254),COMPLETED,0,-,fondahub/iwd:latest,2,-,-,314572800,1,1716750000000.0,1716750000000.0,1716750000000.0,2820,1498,-,214.5,0.0,63836160,1266974720,63844352,1558962176,16798221,382635,2959,29,0,446464,15,90,/app/results/joba/work/e8/e9e789960044db860d64d4f5815077,-,-,254
1388,-,AMD EPYC 7282 16-Core Processor,da/d15acc,nf-dad15acc6d95d86ed815a322fbf218b6-09b43,graphToShapefile,-,graphToShapefile (137),COMPLETED,0,-,fondahub/iwd:latest,2,-,-,314572800,1,1716750000000.0,1716750000000.0,1716750000000.0,6588,979,-,256.6,0.0,3489792,5857280,3497984,5910528,17226458,411576,2907,658,0,425984,2,2,/app/results/joba/work/da/d15acc6d95d86ed815a322fbf218b6,-,-,137
